Country,iso3,Region,Category,Indicator,2005,2008,2009,2010,2011,2012,2013,2014,2015
Sudan,SDN,Africa,Poverty,"Life expectancy at birth, male",58.16,59.27,59.55,59.77,59.96,60.12,,,
Sudan,SDN,Africa,Poverty,"Life expectancy at birth, total",59.93,60.98,61.25,61.48,61.68,61.86,,,
Sudan,SDN,Africa,Poverty,"Physicians (per 1,000 people)",,0.28,,0.28,,,,,
Swaziland,SWZ,Africa,Demographics,Population (Total),1104642,1153929,1173678,1193148,1212159,1230985,,1267704,
Swaziland,SWZ,Africa,Demographics,Population ages 15-64 (% of total),55,56.81,57.35,57.82,58.21,58.53,,,
Swaziland,SWZ,Africa,Demographics,Population density (people per sq. km of land area),64.22,67.09,68.24,69.37,70.47,71.57,,,
Swaziland,SWZ,Africa,Demographics,Population growth (annual %),0.9,1.66,1.7,1.65,1.58,1.54,,,
Swaziland,SWZ,Africa,Demographics,Urban population (% of total),21.92,21.56,21.44,21.32,21.28,21.25,,,
Swaziland,SWZ,Africa,Development,Human Development Index,0.5,0.53,0.53,0.53,0.54,0.54,,,
Swaziland,SWZ,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,87.33,,,,
Swaziland,SWZ,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,88.39,,,,
Swaziland,SWZ,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,87.84,,,,
Swaziland,SWZ,Africa,Economy,GDP (current US$),2584077931,3019770680,3161320520,3691050503,3969078027,3744472287,,4412891830,
Swaziland,SWZ,Africa,Economy,GDP growth (annual %),2.46,2.36,1.27,1.87,0.3,-1.5,,,
Swaziland,SWZ,Africa,Economy,GDP per capita (current US$),2339.29,2616.95,2693.52,3093.54,3274.39,3041.85,,,
Swaziland,SWZ,Africa,Finance,Commercial_deposit_accounts_2010,,,,236.11,,,,,
Swaziland,SWZ,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,0,,,,,
Swaziland,SWZ,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,147.38,,,,,
Swaziland,SWZ,Africa,Finance,MFI_deposit_accounts_2010,,,,0,,,,,
Swaziland,SWZ,Africa,Finance,Remittances received (US$),,,,,89,,,,
Swaziland,SWZ,Africa,Finance,Number_of_MFIs_2011,,,,,0,,,,
Swaziland,SWZ,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,0,,,,
Swaziland,SWZ,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,0,,,,
Swaziland,SWZ,Africa,Health,External resources for health (% of total expenditure on health),3.04,7.39,8.45,13.67,19.98,21.96,,,
Swaziland,SWZ,Africa,Health,Health expenditure per capita (current US$),159.03,214.45,227.18,261.2,270.41,259.46,,,
Swaziland,SWZ,Africa,Health,"Health expenditure, private (% of GDP)",2.21,2.49,2.7,2.74,2.53,2.21,,,
Swaziland,SWZ,Africa,Health,"Health expenditure, public (% of GDP)",4.59,5.7,5.74,5.7,5.73,6.32,,,
Swaziland,SWZ,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),42.15,42.84,43.24,43.32,42.92,42.15,,,
Swaziland,SWZ,Africa,Health,"Under-5 mortality rate (per 1,000)",127.2,113.6,106.1,91.9,84.9,79.7,,,
Swaziland,SWZ,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",480,,,350,,,,,
Swaziland,SWZ,Africa,Health,"Life expectancy at birth, female",45.75,47.04,47.53,47.92,48.16,48.28,,,
Swaziland,SWZ,Africa,Health,"Life expectancy at birth, male",45.96,47.64,48.24,48.76,49.14,49.4,,,
Swaziland,SWZ,Africa,Health,"Life expectancy at birth, total",45.86,47.35,47.89,48.35,48.66,48.85,,,
Swaziland,SWZ,Africa,Health,"Physicians (per 1,000 people)",,,0.17,,,,,,
Swaziland,SWZ,Africa,Index Coverage Indicators,Permanent cropland (% of land area),0.81,0.81,0.87,0.87,0.87,,,,
Swaziland,SWZ,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,0,,,,,
Swaziland,SWZ,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,117337,,,,,
Swaziland,SWZ,Africa,Microinsurance,Total microinsurance coverage,0,,,,127000,,,271393,
Swaziland,SWZ,Africa,Microinsurance,Credit life coverage,0,,,,35000,,,54377,
Swaziland,SWZ,Africa,Microinsurance,Life coverage (excluding credit life),0,,,,127000,,,271377,
Swaziland,SWZ,Africa,Microinsurance,Life and accident coverage (excluding credit life),0,,,,127000,,,,
Swaziland,SWZ,Africa,Microinsurance,Health coverage,0,,,,0,,,16,
Swaziland,SWZ,Africa,Microinsurance,Accident coverage,0,,,,0,,,86000,
Swaziland,SWZ,Africa,Microinsurance,Property coverage,0,,,,0,,,16,
Swaziland,SWZ,Africa,Microinsurance,Agriculture coverage,,,,,0,,,16,
Swaziland,SWZ,Africa,Microinsurance,Total microinsurance coverage ratio,0,,,,12.03,,,21.41,
Swaziland,SWZ,Africa,Microinsurance,Credit life coverage ratio,0,,,,3.32,,,4.29,
Swaziland,SWZ,Africa,Microinsurance,Life coverage ratio (excluding credit life),0,,,,12.03,,,21.41,
Swaziland,SWZ,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0,,,,12.03,,,,
Swaziland,SWZ,Africa,Microinsurance,Health coverage ratio,0,,,,0,,,0.001,
Swaziland,SWZ,Africa,Microinsurance,Accident coverage ratio,0,,,,0,,,6.78,
Swaziland,SWZ,Africa,Microinsurance,Property coverage ratio,0,,,,0,,,0.001,
Swaziland,SWZ,Africa,Microinsurance,Agriculture coverage ratio,,,,,0,,,0.001,
Swaziland,SWZ,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,,68924829.67,
Swaziland,SWZ,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,,5154917.922,
Swaziland,SWZ,Africa,Poverty,Income share held by lowest 20%,,,,4.05,,,,,
Swaziland,SWZ,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,60.4,,,,,
Swaziland,SWZ,Africa,Poverty,Poverty headcount ratio at national poverty line (% of population),,,63,,,,,,
Swaziland,SWZ,Africa,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,73.1,,,,,,
Swaziland,SWZ,Africa,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,31.1,,,,,,
Swaziland,SWZ,Africa,Poverty,GINI index,,,,51.49,,,,,
Swaziland,SWZ,Africa,Poverty,"Life expectancy at birth, female",45.75,47.04,47.53,47.92,48.16,48.28,,,
Swaziland,SWZ,Africa,Poverty,"Life expectancy at birth, male",45.96,47.64,48.24,48.76,49.14,49.4,,,
Swaziland,SWZ,Africa,Poverty,"Life expectancy at birth, total",45.86,47.35,47.89,48.35,48.66,48.85,,,
Swaziland,SWZ,Africa,Poverty,"Physicians (per 1,000 people)",,,0.17,,,,,,
Syrian Arab Republic,SYR,Asia,Demographics,Population (Total),18167367,20346056,21031546,21532647,21961676,22399254,,,
Syrian Arab Republic,SYR,Asia,Demographics,Population ages 15-64 (% of total),57.97,59.75,60.22,60.54,60.68,60.7,,,
Syrian Arab Republic,SYR,Asia,Demographics,Population density (people per sq. km of land area),98.97,110.79,114.53,117.26,119.6,121.98,,,
Syrian Arab Republic,SYR,Asia,Demographics,Population growth (annual %),2.74,3.93,3.31,2.35,1.97,1.97,,,
Syrian Arab Republic,SYR,Asia,Demographics,Urban population (% of total),53.78,54.92,55.3,55.67,56.07,56.46,,,
Syrian Arab Republic,SYR,Asia,Development,Human Development Index,0.62,0.62,0.65,0.65,0.65,0.65,,,
Syrian Arab Republic,SYR,Asia,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,77.75,,,,
Syrian Arab Republic,SYR,Asia,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,90.32,,,,
Syrian Arab Republic,SYR,Asia,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,84.06,,,,
Syrian Arab Republic,SYR,Asia,Economy,GDP (current US$),28858965517,,,,,,,,
Syrian Arab Republic,SYR,Asia,Economy,GDP growth (annual %),6.2,,,,,,,,
Syrian Arab Republic,SYR,Asia,Economy,GDP per capita (current US$),1588.51,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,Remittances received (US$),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,Number_of_MFIs_2011,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Health,External resources for health (% of total expenditure on health),0.48,0.93,1.33,1.87,1.18,0.89,,,
Syrian Arab Republic,SYR,Asia,Health,Health expenditure per capita (current US$),62.57,89.89,95.44,96.59,101.71,104.7,,,
Syrian Arab Republic,SYR,Asia,Health,"Health expenditure, private (% of GDP)",2.03,1.8,1.92,1.84,1.81,1.84,,,
Syrian Arab Republic,SYR,Asia,Health,"Health expenditure, public (% of GDP)",2.08,1.57,1.63,1.57,1.57,1.57,,,
Syrian Arab Republic,SYR,Asia,Health,Out-of-pocket health expenditure (% of private expenditure on health),100,100,100,100,100,100,,,
Syrian Arab Republic,SYR,Asia,Health,"Under-5 mortality rate (per 1,000)",18.8,16.5,15.8,15.2,14.9,15.1,,,
Syrian Arab Republic,SYR,Asia,Health,"Maternal mortality ratio (per 100,000 live births)",58,,,50,,,,,
Syrian Arab Republic,SYR,Asia,Health,"Life expectancy at birth, female",76.64,77.32,77.44,77.53,77.6,77.68,,,
Syrian Arab Republic,SYR,Asia,Health,"Life expectancy at birth, male",72.88,72.82,72.6,72.33,72.07,71.88,,,
Syrian Arab Republic,SYR,Asia,Health,"Life expectancy at birth, total",74.72,75.02,74.96,74.87,74.77,74.71,,,
Syrian Arab Republic,SYR,Asia,Health,"Physicians (per 1,000 people)",,1.5,,1.5,,,,,
Syrian Arab Republic,SYR,Asia,Index Coverage Indicators,Permanent cropland (% of land area),4.83,5.27,5.41,5.49,5.74,,,,
Syrian Arab Republic,SYR,Asia,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,,,,,
Syrian Arab Republic,SYR,Asia,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,,,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Total microinsurance coverage,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Credit life coverage,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Life coverage (excluding credit life),,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Life and accident coverage (excluding credit life),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Health coverage,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Accident coverage,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Property coverage,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Agriculture coverage,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Total microinsurance coverage ratio,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Credit life coverage ratio,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Life coverage ratio (excluding credit life),,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Life and accident coverage ratio (excluding credit life),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Health coverage ratio,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Accident coverage ratio,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Property coverage ratio,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Agriculture coverage ratio,,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Total Gross Premium (USD),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Microinsurance,Microinsurance Gross Premium (USD),,,,,,0,,,
Syrian Arab Republic,SYR,Asia,Poverty,Income share held by lowest 20%,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,,,,,,
Syrian Arab Republic,SYR,Asia,Poverty,GINI index,,,,,,,,,
Syrian Arab Republic,SYR,Asia,Poverty,"Life expectancy at birth, female",76.64,77.32,77.44,77.53,77.6,77.68,,,
Syrian Arab Republic,SYR,Asia,Poverty,"Life expectancy at birth, male",72.88,72.82,72.6,72.33,72.07,71.88,,,
Syrian Arab Republic,SYR,Asia,Poverty,"Life expectancy at birth, total",74.72,75.02,74.96,74.87,74.77,74.71,,,
Syrian Arab Republic,SYR,Asia,Poverty,"Physicians (per 1,000 people)",,1.5,,1.5,,,,,
Tajikistan,TJK,Asia,Demographics,Population (Total),6805655,7275252,7447396,7627326,7814850,8008990,,,
Tajikistan,TJK,Asia,Demographics,Population ages 15-64 (% of total),57.91,59.98,60.45,60.78,60.98,61.05,,,
Tajikistan,TJK,Asia,Demographics,Population density (people per sq. km of land area),48.63,51.98,53.21,54.5,55.84,57.22,,,
Tajikistan,TJK,Asia,Demographics,Population growth (annual %),2.1,2.28,2.34,2.39,2.43,2.45,,,
Tajikistan,TJK,Asia,Demographics,Urban population (% of total),26.43,26.47,26.49,26.5,26.55,26.61,,,
Tajikistan,TJK,Asia,Development,Human Development Index,0.58,0.61,0.61,0.61,0.62,0.62,,,
Tajikistan,TJK,Asia,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,99.62,,,,
Tajikistan,TJK,Asia,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,99.81,,,,
Tajikistan,TJK,Asia,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,99.71,,,,
Tajikistan,TJK,Asia,Economy,GDP (current US$),2312319579,5161336170,4979481980,5642221529,6522590721,7632614221,,,
Tajikistan,TJK,Asia,Economy,GDP growth (annual %),6.7,8,3.51,6.5,7.4,7.5,,,
Tajikistan,TJK,Asia,Economy,GDP per capita (current US$),339.76,709.44,668.62,739.74,834.64,953.01,,,
Tajikistan,TJK,Asia,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Tajikistan,TJK,Asia,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Tajikistan,TJK,Asia,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Tajikistan,TJK,Asia,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Tajikistan,TJK,Asia,Finance,Remittances received (US$),,,,,,,,,
Tajikistan,TJK,Asia,Finance,Number_of_MFIs_2011,,,,,,,,,
Tajikistan,TJK,Asia,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,,,
Tajikistan,TJK,Asia,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,,,
Tajikistan,TJK,Asia,Health,External resources for health (% of total expenditure on health),14.63,8.7,9.98,8.32,14.31,8.98,,,
Tajikistan,TJK,Asia,Health,Health expenditure per capita (current US$),16.43,39.62,39.64,44.25,48.28,54.88,,,
Tajikistan,TJK,Asia,Health,"Health expenditure, private (% of GDP)",3.69,4.21,4.45,4.39,4.07,4.05,,,
Tajikistan,TJK,Asia,Health,"Health expenditure, public (% of GDP)",1.14,1.37,1.48,1.59,1.71,1.71,,,
Tajikistan,TJK,Asia,Health,Out-of-pocket health expenditure (% of private expenditure on health),96.47,95.84,90.31,90.68,85.36,85.35,,,
Tajikistan,TJK,Asia,Health,"Under-5 mortality rate (per 1,000)",74.1,66.8,64.4,62.5,60.4,58.3,,,
Tajikistan,TJK,Asia,Health,"Maternal mortality ratio (per 100,000 live births)",59,,,48,,,,,
Tajikistan,TJK,Asia,Health,"Life expectancy at birth, female",69.33,70.03,70.21,70.38,70.53,70.67,,,
Tajikistan,TJK,Asia,Health,"Life expectancy at birth, male",62.2,63.35,63.59,63.78,63.9,64,,,
Tajikistan,TJK,Asia,Health,"Life expectancy at birth, total",65.68,66.6,66.82,67,67.14,67.26,,,
Tajikistan,TJK,Asia,Health,"Physicians (per 1,000 people)",,,,2.1,1.9,,,,
Tajikistan,TJK,Asia,Index Coverage Indicators,Permanent cropland (% of land area),0.84,0.93,0.95,0.93,0.93,,,,
Tajikistan,TJK,Asia,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,,,,,
Tajikistan,TJK,Asia,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,,,,,
Tajikistan,TJK,Asia,Microinsurance,Total microinsurance coverage,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Credit life coverage,,,,,,,,,
Tajikistan,TJK,Asia,Microinsurance,Life coverage (excluding credit life),,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Life and accident coverage (excluding credit life),,,,,,,,,
Tajikistan,TJK,Asia,Microinsurance,Health coverage,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Accident coverage,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Property coverage,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Agriculture coverage,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Total microinsurance coverage ratio,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Credit life coverage ratio,,,,,,,,,
Tajikistan,TJK,Asia,Microinsurance,Life coverage ratio (excluding credit life),,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Life and accident coverage ratio (excluding credit life),,,,,,,,,
Tajikistan,TJK,Asia,Microinsurance,Health coverage ratio,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Accident coverage ratio,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Property coverage ratio,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Agriculture coverage ratio,,,,,,0,,,
Tajikistan,TJK,Asia,Microinsurance,Total Gross Premium (USD),,,,,,,,,
Tajikistan,TJK,Asia,Microinsurance,Microinsurance Gross Premium (USD),,,,,,0,,,
Tajikistan,TJK,Asia,Poverty,Income share held by lowest 20%,,,8.29,,,,,,
Tajikistan,TJK,Asia,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,27.69,,,,,,
Tajikistan,TJK,Asia,Poverty,Poverty headcount ratio at national poverty line (% of population),,,47.2,,,,,,
Tajikistan,TJK,Asia,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,49.2,,,,,,
Tajikistan,TJK,Asia,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,41.8,,,,,,
Tajikistan,TJK,Asia,Poverty,GINI index,,,30.83,,,,,,
Tajikistan,TJK,Asia,Poverty,"Life expectancy at birth, female",69.33,70.03,70.21,70.38,70.53,70.67,,,
Tajikistan,TJK,Asia,Poverty,"Life expectancy at birth, male",62.2,63.35,63.59,63.78,63.9,64,,,
Tajikistan,TJK,Asia,Poverty,"Life expectancy at birth, total",65.68,66.6,66.82,67,67.14,67.26,,,
Tajikistan,TJK,Asia,Poverty,"Physicians (per 1,000 people)",,,,2.1,1.9,,,,
Tanzania,TZA,Africa,Demographics,Population (Total),38824384,42353790,43639752,44973330,46354607,47783107,,50757459,
Tanzania,TZA,Africa,Demographics,Population ages 15-64 (% of total),52.37,52.17,52.1,52.05,52,51.98,,,
Tanzania,TZA,Africa,Demographics,Population density (people per sq. km of land area),43.83,47.81,49.27,50.77,52.33,53.94,,,
Tanzania,TZA,Africa,Demographics,Population growth (annual %),2.77,2.96,2.99,3.01,3.03,3.04,,,
Tanzania,TZA,Africa,Demographics,Urban population (% of total),24.19,25.44,25.86,26.28,26.74,27.21,,,
Tanzania,TZA,Africa,Development,Human Development Index,0.4,0.41,0.46,0.47,0.47,0.48,,,
Tanzania,TZA,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,60.75,,,,,
Tanzania,TZA,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,75.47,,,,,
Tanzania,TZA,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,67.8,,,,,
Tanzania,TZA,Africa,Economy,GDP (current US$),14141916592,20715086119,21368165400,22915004297,23874165047,28242425168,,48056680982,
Tanzania,TZA,Africa,Economy,GDP growth (annual %),7.37,7.44,6.02,7.04,6.45,6.86,,,
Tanzania,TZA,Africa,Economy,GDP per capita (current US$),375,503.6,504.2,524.69,530.39,608.72,,,
Tanzania,TZA,Africa,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Tanzania,TZA,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Tanzania,TZA,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Tanzania,TZA,Africa,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Tanzania,TZA,Africa,Finance,Remittances received (US$),,,,,313,,,,
Tanzania,TZA,Africa,Finance,Number_of_MFIs_2011,,,,,8,,,,
Tanzania,TZA,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,276302,,,,
Tanzania,TZA,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,950449451,,,,
Tanzania,TZA,Africa,Health,External resources for health (% of total expenditure on health),35.3,45.51,49.11,39.58,40.19,37.74,,,
Tanzania,TZA,Africa,Health,Health expenditure per capita (current US$),14.64,26.23,27.52,36.65,37.96,41.34,,,
Tanzania,TZA,Africa,Health,"Health expenditure, private (% of GDP)",2.13,1.99,1.97,4.38,4.61,4.24,,,
Tanzania,TZA,Africa,Health,"Health expenditure, public (% of GDP)",1.89,3.37,3.65,2.82,2.76,2.75,,,
Tanzania,TZA,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),70.3,41.71,41.71,52.43,52.56,52.34,,,
Tanzania,TZA,Africa,Health,"Under-5 mortality rate (per 1,000)",90.1,71.4,66.4,61.6,57.3,54,,,
Tanzania,TZA,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",610,,,460,,,,,
Tanzania,TZA,Africa,Health,"Life expectancy at birth, female",54.46,57.99,59.19,60.31,61.31,62.17,,,
Tanzania,TZA,Africa,Health,"Life expectancy at birth, male",53.22,56.24,57.21,58.11,58.9,59.58,,,
Tanzania,TZA,Africa,Health,"Life expectancy at birth, total",53.83,57.1,58.18,59.18,60.07,60.85,,,
Tanzania,TZA,Africa,Health,"Physicians (per 1,000 people)",,,,0.01,,,,,
Tanzania,TZA,Africa,Index Coverage Indicators,Permanent cropland (% of land area),1.87,1.86,1.92,1.92,1.92,,,,
Tanzania,TZA,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,0,,,,,
Tanzania,TZA,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,13270,,,,,
Tanzania,TZA,Africa,Microinsurance,Total microinsurance coverage,6000,335022,,,3278372,,,1989914,
Tanzania,TZA,Africa,Microinsurance,Credit life coverage,0,157006,,,118696,,,460534,
Tanzania,TZA,Africa,Microinsurance,Life coverage (excluding credit life),0,,,,3144411,,,1528580,
Tanzania,TZA,Africa,Microinsurance,Life and accident coverage (excluding credit life),0,194822,,,3144411,,,,
Tanzania,TZA,Africa,Microinsurance,Health coverage,6000,29992,,,0,,,236000,
Tanzania,TZA,Africa,Microinsurance,Accident coverage,0,,,,0,,,461334,
Tanzania,TZA,Africa,Microinsurance,Property coverage,0,0,,,148160,,,0,
Tanzania,TZA,Africa,Microinsurance,Agriculture coverage,,0,,,24000,,,0,
Tanzania,TZA,Africa,Microinsurance,Total microinsurance coverage ratio,0.02,0.79,,,7.31,,,3.92,
Tanzania,TZA,Africa,Microinsurance,Credit life coverage ratio,0,0.37,,,0.26,,,0.91,
Tanzania,TZA,Africa,Microinsurance,Life coverage ratio (excluding credit life),0,,,,7.01,,,3.01,
Tanzania,TZA,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0,0.46,,,7.01,,,,
Tanzania,TZA,Africa,Microinsurance,Health coverage ratio,0.02,0.07,,,0,,,0.46,
Tanzania,TZA,Africa,Microinsurance,Accident coverage ratio,0,,,,0,,,0.91,
Tanzania,TZA,Africa,Microinsurance,Property coverage ratio,0,0,,,0.33,,,0,
Tanzania,TZA,Africa,Microinsurance,Agriculture coverage ratio,,0,,,0.05,,,0,
Tanzania,TZA,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,,284460000,
Tanzania,TZA,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,,18137783.35,
Tanzania,TZA,Africa,Poverty,Income share held by lowest 20%,,,,,,,,,
Tanzania,TZA,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,,,,,,
Tanzania,TZA,Africa,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,,,28.2,,,
Tanzania,TZA,Africa,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,,,33.3,,,
Tanzania,TZA,Africa,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,,,15.5,,,
Tanzania,TZA,Africa,Poverty,GINI index,,,,,,,,,
Tanzania,TZA,Africa,Poverty,"Life expectancy at birth, female",54.46,57.99,59.19,60.31,61.31,62.17,,,
Tanzania,TZA,Africa,Poverty,"Life expectancy at birth, male",53.22,56.24,57.21,58.11,58.9,59.58,,,
Tanzania,TZA,Africa,Poverty,"Life expectancy at birth, total",53.83,57.1,58.18,59.18,60.07,60.85,,,
Tanzania,TZA,Africa,Poverty,"Physicians (per 1,000 people)",,,,0.01,,,,,
Thailand,THA,Asia,Demographics,Population (Total),65559487,66185340,66277335,66402316,66576332,66785001,,,
Thailand,THA,Asia,Demographics,Population ages 15-64 (% of total),69.95,71.09,71.49,71.8,72,72.12,,,
Thailand,THA,Asia,Demographics,Population density (people per sq. km of land area),128.32,129.55,129.73,129.97,130.31,130.72,,,
Thailand,THA,Asia,Demographics,Population growth (annual %),0.72,0.16,0.14,0.19,0.26,0.31,,,
Thailand,THA,Asia,Demographics,Urban population (% of total),32.24,33.13,33.43,33.73,34.11,34.49,,,
Thailand,THA,Asia,Development,Human Development Index,0.66,0.68,0.68,0.69,0.69,0.69,,,
Thailand,THA,Asia,Development,"Literacy rate, adult female (% of females ages 15 and above)",91.53,,,,,,,,
Thailand,THA,Asia,Development,"Literacy rate, adult male (% of males ages 15 and above)",95.6,,,,,,,,
Thailand,THA,Asia,Development,"Literacy rate, adult total (% of people ages 15 and above)",93.51,,,,,,,,
Thailand,THA,Asia,Economy,GDP (current US$),1.76E+11,2.73E+11,2.64E+11,3.19E+11,3.46E+11,3.66E+11,,,
Thailand,THA,Asia,Economy,GDP growth (annual %),4.6,2.48,-2.33,7.81,0.08,6.49,,,
Thailand,THA,Asia,Economy,GDP per capita (current US$),2689.95,4118.4,3978.91,4802.66,5192.12,5479.76,,,
Thailand,THA,Asia,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Thailand,THA,Asia,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Thailand,THA,Asia,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Thailand,THA,Asia,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Thailand,THA,Asia,Finance,Remittances received (US$),,,,,,,,,
